obs,personid,psu,hhld,id,sex,age,marital,ctzship,current_school,grade_comp,subject_training,need_train_more,mwrk_nsco1,mwrk_nsco4,mwrk_status,mwrk_cnrt_type,mwrk_nsic1,mwrk_nsic4,mwrk_orgtype,mwrk_enttype,mwrk_empnum,mwrk_tenure_envlv,usulhr_mwrk,prd_remu,amt_cashrs,rcvd_kind,faci_mktval,faci_paidval,hhsize,province,urbrur753,season,male,nevermarried,urban,educ,educ1,wage_daily,logwage_daily,avg_exp,avg_exp1,sq_avg_exp
83,18470802,1847,8,2,Female,30,Married,Nepalese,No,Class 6,,No,F," Cleaning and housekeeping supervisors in offices, hotels an",Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,Private business,10-19 persons,3 years - 5 years,40,Monthly,3500,No,,,5,7,Urban,Dry Season,0,0,1,6,6.5,115.0685,4.7455277,3,3.5,12.25
84,16081503,1608,15,3,Female,20,Married,Nepalese,No,SLC and equiv.,,Yes,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,6 months - 1 year,40,Monthly,3500,No,,,5,5,Urban,Dry Season,0,0,1,11,11.5,115.0685,4.7455277,0.5,1,1
85,12990603,1299,6,3,Male,26,Never married,Nepalese,No,SLC and equiv.,,Yes,F,Shop sales assistants,Employee,Temporary,G," Retail sale of pharmaceutical and medical goods, cosmetic a",Private nonfinancial institution,Private business,2-4 persons,5 years - 10 years,56,Monthly,3500,No,,,3,3,Urban,Rainy Season,1,1,1,11,11.5,115.0685,4.7455277,5,5.5,30.25
86,14951401,1495,14,1,Female,33,Married,Nepalese,No,Nursery/LKG/UKG,,No,J,Domestic cleaners and helpers,Employee,Temporary,,,,,,5 years - 10 years,21,Monthly,3500,No,,,4,4,Urban,Winter Season,0,0,1,0,0.5,115.0685,4.7455277,5,5.5,30.25
87,10981201,1098,12,1,Female,33,Married,Nepalese,No,Nursery/LKG/UKG,,Yes,F,Child care workers,Employee,Temporary,P,General secondary education,Private nonfinancial institution,An incorporated company,,10 years or more,33,Monthly,3500,No,9400,,3,1,Urban,Rainy Season,0,0,1,0,0.5,115.0685,4.7455277,10,10.5,110.25
88,13801404,1380,14,4,Male,13,Never married,Nepalese,No,Class 3,,,J,Elementary workers not elsewhere classified,Employee,Temporary,H,Other passenger land transpor t,,Private business,2-4 persons,Less than 6 months,42,Monthly,3500,No,,,5,3,Rural,Rainy Season,1,1,0,3,3.5,115.0685,4.7455277,0,0.5,0.25
89,12490801,1249,8,1,Male,52,Single woman/man,Nepalese,,Nursery/LKG/UKG,,No,J,Livestock farm labourers,Employee,Temporary,,,,,,10 years or more,77,Monthly,3500,No,15000,,3,2,Rural,Winter Season,1,0,0,0,0.5,115.0685,4.7455277,10,10.5,110.25
90,11151303,1115,13,3,Male,16,Never married,Nepalese,No,Class 6,,Yes,J,Freight handlers,Employee,Temporary,H,Freight transport by road,Other,Private business,2-4 persons,1 year - 3 years,72,Monthly,3500,No,18000,,5,1,Rural,Dry Season,1,1,0,6,6.5,115.0685,4.7455277,1,1.5,2.25
91,18962007,1896,20,7,Male,31,Married,Nepalese,No,Class 6,,Yes,J,Elementary workers not elsewhere classified,Employee,Temporary,D," Electric power generation, transmission and distribution",Non-profit institution,An incorporated company,,6 months - 1 year,40,Monthly,3500,No,,,12,7,Rural,Rainy Season,1,0,0,6,6.5,115.0685,4.7455277,0.5,1,1
92,12371503,1237,15,3,Female,17,Never married,Nepalese,Yes,SLC and equiv.,,Yes,C,Early childhood educators,Employee,Permanent,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,3 years - 5 years,35,Monthly,3500,No,,,7,2,Rural,Winter Season,0,1,0,11,11.5,115.0685,4.7455277,3,3.5,12.25
93,18091102,1809,11,2,Female,29,Married,Nepalese,No,Class 3,,Yes,J,Domestic cleaners and helpers,Employee,Temporary,T,Activities of households as employers of domestic personnel,,Private business,2-4 persons,6 months - 1 year,21,Monthly,3600,No,,,4,7,Urban,Rainy Season,0,0,1,3,3.5,118.35616,4.7736983,0.5,1,1
94,13441601,1344,16,1,Female,26,Married,Nepalese,No,Class 7,,No,H," Handicraft workers in textile, leather and related material",Employee,Temporary,C,Manufacture of carpets and rugs,,Don?t know,1 person,Less than 6 months,18,Daily,120,No,,,5,3,Urban,Rainy Season,0,0,1,7,7.5,120,4.7874918,0,0.5,0.25
95,12290502,1229,5,2,Female,40,Married,Nepalese,No,Nursery/LKG/UKG,,No,J,Crop farm labourers,Employee,Temporary,A,Support activities for crop production,,Don?t know,10-19 persons,Less than 6 months,32,Daily,120,No,,,5,2,Rural,Rainy Season,0,0,0,0,0.5,120,4.7874918,0,0.5,0.25
96,15121201,1512,12,1,Female,45,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Crop farm labourers,Employee,Temporary,A," Growing of cereals (except rice), leguminous crops and oil ",,Don?t know,2-4 persons,1 year - 3 years,28,Daily,120,No,,,4,4,Rural,Rainy Season,0,0,0,0,0.5,120,4.7874918,1,1.5,2.25
97,15121902,1512,19,2,Female,46,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Crop farm labourers,Employee,Temporary,A,Support activities for crop production,,Private business,2-4 persons,10 years or more,21,Daily,120,No,,,6,4,Rural,Rainy Season,0,0,0,0,0.5,120,4.7874918,10,10.5,110.25
98,15120401,1512,4,1,Female,61,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Crop farm labourers,Employee,Temporary,A,Support activities for crop production,,Don?t know,2-4 persons,Less than 6 months,6,Daily,120,No,,,2,4,Rural,Rainy Season,0,0,0,0,0.5,120,4.7874918,0,0.5,0.25
99,15121302,1512,13,2,Female,35,Married,Nepalese,No,Class 5,,No,J,Crop farm labourers,Employee,Temporary,A,Support activities for crop production,,Don?t know,2-4 persons,Less than 6 months,42,Daily,120,No,,,5,4,Rural,Rainy Season,0,0,0,5,5.5,120,4.7874918,0,0.5,0.25
100,15601102,1560,11,2,Female,37,Married,Nepalese,No,Nursery/LKG/UKG,,No,J,Domestic cleaners and helpers,Employee,Temporary,,,,,,3 years - 5 years,28,Monthly,4000,No,2000,,4,5,Urban,Rainy Season,0,0,1,0,0.5,131.50685,4.8790588,3,3.5,12.25
101,19001403,1900,14,3,Female,21,Never married,Nepalese,Yes,Class 12 and Intermediate,Engineering,Yes,C,Special needs teachers,Employee,Temporary,P,Other education n.e.c.,,Don?t know,1 person,Less than 6 months,14,Monthly,4000,No,,,6,7,Urban,Winter Season,0,1,1,12,12.5,131.50685,4.8790588,0,0.5,0.25
102,17571303,1757,13,3,Female,21,Married,Nepalese,No,Class 10,,Yes,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,6 months - 1 year,42,Monthly,4000,No,,,6,6,Urban,Winter Season,0,0,1,10,10.5,131.50685,4.8790588,0.5,1,1
103,10570704,1057,7,4,Male,24,Never married,Nepalese,No,Class 10,Driving skills and motor vehicle operation,No,I,Earthmoving and related plant operators,Employee,Temporary,C,Manufacture of clay building materials,Private nonfinancial institution,Private business,20 persons and more,1 year - 3 years,56,Monthly,4000,No,,,4,1,Rural,Winter Season,1,1,0,10,10.5,131.50685,4.8790588,1,1.5,2.25
104,10211501,1021,15,1,Female,30,Married,Nepalese,No,Nursery/LKG/UKG,"Agriculture, animal husbandry",Yes,J,Domestic cleaners and helpers,Employee,Temporary,,,,,,3 years - 5 years,49,Monthly,4000,Yes,,,4,1,Rural,Rainy Season,0,0,0,0,0.5,131.50685,4.8790588,3,3.5,12.25
105,16370702,1637,7,2,Female,21,Never married,Nepalese,Yes,Class 12 and Intermediate,,Yes,C,Early childhood educators,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,6 months - 1 year,40,Monthly,4000,No,,,4,5,Urban,Dry Season,0,1,1,12,12.5,131.50685,4.8790588,0.5,1,1
106,18631104,1863,11,4,Female,23,Married,Nepalese,No,SLC and equiv.,"Dressmaking, tailoring",No,H," Tailors, dressmakers, furriers and hatters",Employee,Temporary,C," Manufacture of wearing apparel, except fur apparel",Private nonfinancial institution,Private business,2-4 persons,6 months - 1 year,42,Monthly,4000,No,,,5,7,Urban,Winter Season,0,0,1,11,11.5,131.50685,4.8790588,0.5,1,1
107,10291504,1029,15,4,Female,22,Married,Nepalese,No,Class 12 and Intermediate,,No,D,Accounting associate professionals,Employee,Temporary,P,General secondary education,Private nonfinancial institution,An incorporated company,,Less than 6 months,40,Monthly,4000,No,6000,,5,1,Urban,Rainy Season,0,0,1,12,12.5,131.50685,4.8790588,0,0.5,0.25
108,14920302,1492,3,2,Female,44,Married,Nepalese,,Nursery/LKG/UKG,,No,J," Cleaners and helpers in offices, hotels and other establish",Employee,Temporary,I,Short term accommodation activities,Private nonfinancial institution,An incorporated company,,Less than 6 months,14,Monthly,4000,No,,,2,4,Urban,Rainy Season,0,0,1,0,0.5,131.50685,4.8790588,0,0.5,0.25
109,10491803,1049,18,3,Female,26,Married,Nepalese,No,Class 10,,No,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,1 year - 3 years,40,Monthly,4000,No,,,6,1,Urban,Dry Season,0,0,1,10,10.5,131.50685,4.8790588,1,1.5,2.25
110,12270501,1227,5,1,Female,33,Married,Nepalese,Yes,Class 12 and Intermediate,,Yes,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Non-profit institution,An incorporated company,,3 years - 5 years,40,Monthly,4000,No,,,3,2,Urban,Dry Season,0,0,1,12,12.5,131.50685,4.8790588,3,3.5,12.25
111,18061604,1806,16,4,Female,22,Never married,Nepalese,No,SLC and equiv.,,Yes,J," Cleaners and helpers in offices, hotels and other establish",Employee,Temporary,I,Restaurants and mobile food service activities,Private nonfinancial institution,Private business,2-4 persons,6 months - 1 year,56,Monthly,4000,Yes,36000,,5,7,Urban,Dry Season,0,1,1,11,11.5,131.50685,4.8790588,0.5,1,1
112,11561604,1156,16,4,Female,19,Never married,Nepalese,No,Class 12 and Intermediate,,Yes,E,Debt-collectors and related workers,Employee,Temporary,K,Other monetary intermediation,Private financial institution,An incorporated company,,1 year - 3 years,40,Monthly,4000,Yes,70000,,5,1,Urban,Rainy Season,0,1,1,12,12.5,131.50685,4.8790588,1,1.5,2.25
113,11572010,1157,20,10,Male,17,Never married,Nepalese,No,Class 6,,Yes,H,Motor vehicle mechanics and repairers,Employee,Temporary,G," Sale, maintenance and repair of motorcycles and related par",Non-profit institution,Private business,2-4 persons,1 year - 3 years,56,Monthly,4000,No,,,11,2,Urban,Winter Season,1,1,1,6,6.5,131.50685,4.8790588,1,1.5,2.25
114,15480201,1548,2,1,Female,34,Married,Nepalese,No,Class 3,"Agriculture, animal husbandry",No,J,Domestic cleaners and helpers,Employee,Temporary,,,,,,6 months - 1 year,42,Monthly,4000,No,40000,,2,4,Rural,Dry Season,0,0,0,3,3.5,131.50685,4.8790588,0.5,1,1
115,12240605,1224,6,5,Male,18,Never married,Nepalese,No,Class 8,,No,H,Welders and flamecutters,Employee,Temporary,F,Electrical installation,,Private business,2-4 persons,6 months - 1 year,8,Monthly,4000,No,,,7,2,Urban,Winter Season,1,1,1,8,8.5,131.50685,4.8790588,0.5,1,1
116,15751905,1575,19,5,Male,24,Married,Nepalese,No,Class 10,,Yes,F,Door to door salespersons,Employee,Temporary,J," Publishing of newspapers, journals and periodicals",Private nonfinancial institution,An incorporated company,,3 years - 5 years,21,Monthly,4000,No,,,9,5,Urban,Winter Season,1,0,1,10,10.5,131.50685,4.8790588,3,3.5,12.25
117,14561302,1456,13,2,Female,18,Never married,Nepalese,No,Class 9,,No,E,Debt-collectors and related workers,Employee,Permanent,K,Other credit granting,Private financial institution,An incorporated company,,6 months - 1 year,40,Monthly,4000,No,,,4,4,Rural,Dry Season,0,1,0,9,9.5,131.50685,4.8790588,0.5,1,1
118,11071804,1107,18,4,Female,22,Married,Nepalese,Yes,Class 12 and Intermediate,Town or community planning,Yes,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,Less than 6 months,40,Monthly,4000,No,,,6,1,Urban,Rainy Season,0,0,1,12,12.5,131.50685,4.8790588,0,0.5,0.25
119,10240602,1024,6,2,Female,30,Married,Nepalese,No,SLC and equiv.,,No,E,Debt-collectors and related workers,Employee,Temporary,K,Other monetary intermediation,Other,An incorporated company,,1 year - 3 years,42,Monthly,4000,No,,,3,1,Urban,Dry Season,0,0,1,11,11.5,131.50685,4.8790588,1,1.5,2.25
120,10240402,1024,4,2,Female,50,Married,Nepalese,,Nursery/LKG/UKG,,No,F,Child care workers,Employee,Temporary,,,,,,1 year - 3 years,63,Monthly,4000,No,60000,,2,1,Urban,Dry Season,0,0,1,0,0.5,131.50685,4.8790588,1,1.5,2.25
121,15981907,1598,19,7,Male,44,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Kitchen helpers,Employee,Temporary,I,Other accommodation,Private nonfinancial institution,Private business,5-9 persons,5 years - 10 years,49,Monthly,4000,No,,,7,5,Urban,Rainy Season,1,0,1,0,0.5,131.50685,4.8790588,5,5.5,30.25
122,13830702,1383,7,2,Female,25,Married,Nepalese,No,Class 10,"Dressmaking, tailoring",Yes,H," Sewing, embroidery and related workers",Employee,Temporary,C," Manufacture of wearing apparel, except fur apparel",Private nonfinancial institution,Private business,5-9 persons,Less than 6 months,36,Monthly,4000,No,,,3,3,Urban,Dry Season,0,0,1,10,10.5,131.50685,4.8790588,0,0.5,0.25
123,12531704,1253,17,4,Male,14,Never married,Nepalese,No,Class 2,,No,J,Fast food preparers,Employee,Temporary,I,Restaurants and mobile food service activities,,Private business,5-9 persons,3 years - 5 years,48,Monthly,4000,No,25000,,6,3,Rural,Dry Season,1,1,0,2,2.5,131.50685,4.8790588,3,3.5,12.25
124,18630703,1863,7,3,Female,24,Married,Nepalese,No,Class 12 and Intermediate,,No,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,6 months - 1 year,40,Monthly,4200,No,,,4,7,Urban,Winter Season,0,0,1,12,12.5,138.0822,4.9278493,0.5,1,1
125,11131002,1113,10,2,Female,29,Married,Nepalese,No,Class 12 and Intermediate,,Yes,C,Early childhood educators,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,1 year - 3 years,36,Monthly,4500,No,,,4,1,Rural,Dry Season,0,0,0,12,12.5,147.94521,4.9968419,1,1.5,2.25
126,13300601,1330,6,1,Female,48,Single woman/man,Nepalese,,Nursery/LKG/UKG,,No,J,Domestic cleaners and helpers,Employee,Temporary,,,,,,10 years or more,18,Monthly,4500,No,,,2,3,Urban,Dry Season,0,0,1,0,0.5,147.94521,4.9968419,10,10.5,110.25
127,10180603,1018,6,3,Male,35,Married,Nepalese,Yes,SLC and equiv.,Driving skills and motor vehicle operation,Yes,I,Motorcycle drivers,Employee,Temporary,P,General secondary education,Private nonfinancial institution,Private business,10-19 persons,1 year - 3 years,28,Monthly,4500,No,,,4,1,Urban,Rainy Season,1,0,1,11,11.5,147.94521,4.9968419,1,1.5,2.25
128,15301702,1530,17,2,Male,44,Married,Nepalese,,Class 6,,No,F,Teachers' aide,Employee,Temporary,P,Educational support activities,Private financial institution,An incorporated company,,10 years or more,40,Monthly,4500,No,,,4,5,Rural,Winter Season,1,0,0,6,6.5,147.94521,4.9968419,10,10.5,110.25
129,13251501,1325,15,1,Female,30,Married,Nepalese,No,Nursery/LKG/UKG,,No,J,Hand launderers and pressers,Employee,Temporary,,,,,,5 years - 10 years,42,Monthly,4500,No,,,4,3,Urban,Winter Season,0,0,1,0,0.5,147.94521,4.9968419,5,5.5,30.25
130,16521907,1652,19,7,Female,23,Never married,Nepalese,No,Class 12 and Intermediate,,No,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Non-profit institution,An incorporated company,,Less than 6 months,36,Monthly,4500,No,,,7,5,Urban,Rainy Season,0,1,1,12,12.5,147.94521,4.9968419,0,0.5,0.25
131,10821204,1082,12,4,Female,20,Never married,Nepalese,Yes,SLC and equiv.,,Yes,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,1 year - 3 years,42,Monthly,4500,No,,,4,1,Urban,Winter Season,0,1,1,11,11.5,147.94521,4.9968419,1,1.5,2.25
132,13162007,1316,20,7,Male,19,Never married,Nepalese,Yes,Class 8,,No,J,Garbage and recycling collectors,Employee,Temporary,E,Collection of non-hazardous waste,,Private business,5-9 persons,1 year - 3 years,56,Monthly,4500,No,20000,,7,3,Urban,Winter Season,1,1,1,8,8.5,147.94521,4.9968419,1,1.5,2.25
133,13162006,1316,20,6,Male,22,Never married,Nepalese,No,Nursery/LKG/UKG,,No,J,Garbage and recycling collectors,Employee,Temporary,E,Collection of non-hazardous waste,,Private business,5-9 persons,3 years - 5 years,48,Monthly,4500,No,20000,,7,3,Urban,Winter Season,1,1,1,0,0.5,147.94521,4.9968419,3,3.5,12.25
134,12991105,1299,11,5,Female,18,Never married,Nepalese,Yes,SLC and equiv.,,Yes,C,Early childhood educators,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,Less than 6 months,40,Monthly,4500,No,,,5,3,Urban,Rainy Season,0,1,1,11,11.5,147.94521,4.9968419,0,0.5,0.25
135,13390501,1339,5,1,Female,49,Single woman/man,Nepalese,,Nursery/LKG/UKG,,No,J,Hand packers,Employee,Temporary,C," Manufacture of wearing apparel, except fur apparel",Private nonfinancial institution,Private business,10-19 persons,6 months - 1 year,48,Monthly,4500,No,,,1,3,Urban,Winter Season,0,0,1,0,0.5,147.94521,4.9968419,0.5,1,1
136,17102005,1710,20,5,Female,23,Never married,Nepalese,No,SLC and equiv.,,No,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,1 year - 3 years,48,Monthly,4500,No,,,9,6,Urban,Rainy Season,0,1,1,11,11.5,147.94521,4.9968419,1,1.5,2.25
137,15291602,1529,16,2,Female,48,Married,Nepalese,,Class 2,,No,J,Crop farm labourers,Employee,Temporary,A,Growing of rice,,Private business,5-9 persons,5 years - 10 years,63,Daily,150,No,,,5,5,Urban,Winter Season,0,0,1,2,2.5,150,5.0106354,5,5.5,30.25
138,18750701,1875,7,1,Female,36,Single woman/man,Nepalese,No,Nursery/LKG/UKG,,Yes,G,Mixed crop and animal producers,Employee,Temporary,A,Mixed farming ,,Private business,2-4 persons,Less than 6 months,42,Daily,150,No,,,4,7,Rural,Rainy Season,0,0,0,0,0.5,150,5.0106354,0,0.5,0.25
139,11330401,1133,4,1,Female,48,Single woman/man,Nepalese,,Nursery/LKG/UKG,,No,J,Crop farm labourers,Employee,Temporary,A,Support activities for crop production,,Private business,2-4 persons,10 years or more,48,Daily,150,No,6000,,2,1,Urban,Rainy Season,0,0,1,0,0.5,150,5.0106354,10,10.5,110.25
140,18091503,1809,15,3,Female,34,Married,Nepalese,No,SLC and equiv.,"Handicrafts, spinning, weaving",Yes,H," Tailors, dressmakers, furriers and hatters",Employee,Temporary,C," Manufacture of wearing apparel, except fur apparel",,Private business,1 person,6 months - 1 year,28,Daily,150,No,,,5,7,Urban,Rainy Season,0,0,1,11,11.5,150,5.0106354,0.5,1,1
141,10072005,1007,20,5,Female,19,Never married,Nepalese,No,Class 9,,Yes,J,Crop farm labourers,Employee,Temporary,A,Growing of rice,,Private business,2-4 persons,Less than 6 months,5,Daily,150,No,,,9,1,Rural,Rainy Season,0,1,0,9,9.5,150,5.0106354,0,0.5,0.25
142,12330402,1233,4,2,Female,34,Married,Nepalese,No,Nursery/LKG/UKG,,No,G,Subsistence crop farmers,Employee,Temporary,A,Growing of rice,,Private business,5-9 persons,10 years or more,49,Daily,150,No,,,4,2,Urban,Winter Season,0,0,1,0,0.5,150,5.0106354,10,10.5,110.25
143,12140302,1214,3,2,Female,36,Married,Nepalese,No,Nursery/LKG/UKG,,Yes,J,Crop farm labourers,Employee,Temporary,,,,,,10 years or more,36,Daily,150,No,,,4,2,Urban,Dry Season,0,0,1,0,0.5,150,5.0106354,10,10.5,110.25
144,10041903,1004,19,3,Female,13,Never married,Nepalese,Yes,Class 3,,,J,Crop farm labourers,Employee,Temporary,A,Growing of rice,,Private business,2-4 persons,3 years - 5 years,24,Daily,150,No,1000,,6,1,Rural,Winter Season,0,1,0,3,3.5,150,5.0106354,3,3.5,12.25
145,15430301,1543,3,1,Female,44,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Crop farm labourers,Employee,Temporary,A,Growing of rice,,Don?t know,10-19 persons,3 years - 5 years,42,Daily,150,No,,,3,5,Rural,Rainy Season,0,0,0,0,0.5,150,5.0106354,3,3.5,12.25
146,10041902,1004,19,2,Female,31,Married,Nepalese,No,Nursery/LKG/UKG,,No,J,Crop farm labourers,Employee,Temporary,A,Growing of rice,,Private business,2-4 persons,5 years - 10 years,35,Daily,150,No,1000,,6,1,Rural,Winter Season,0,0,0,0,0.5,150,5.0106354,5,5.5,30.25
